,pc0,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,pc19,pc20,pc21,pc22,pc23,pc24,pc25,pc26,pc27,pc28,pc29,pc30,pc31,pc32,pc33,pc34,pc35,pc36,pc37,pc38,pc39,pc40,pc41,pc42,pc43,pc44,pc45,pc46,pc47,pc48,pc49,pc50,pc51,pc52,pc53,pc54,pc55,pc56,pc57,pc58,pc59,pc60,pc61,pc62,pc63,pc64,pc65,pc66,pc67,pc68,pc69,pc70,pc71,pc72,pc73,pc74,pc75,pc76,pc77,pc78,pc79,pc80,pc81,pc82,pc83,pc84,pc85,pc86,pc87,pc88,pc89,pc90,pc91,pc92,pc93,pc94,pc95,pc96,pc97,pc98,pc99
Buddhism,-0.08720031696143414,0.018207381053910607,-0.018747004018857868,-0.0944644820237547,-0.026579230391747883,0.05398405487152638,0.005488985935712924,-0.0018078392723914357,0.009073172063940737,0.018829496132115674,-0.027936622071848285,0.06920460136713975,-0.006873113040311668,-0.002288695324319456,-0.0313943048571948,-0.06922189452017442,0.0229984624444087,-0.0015233198386113433,-0.0410558151881105,-0.07005441647121576,0.0039281220972397675,0.08765360573803033,0.07434015130617888,-0.030831752389323227,-0.018901940582389296,-0.07485156378584343,-0.0673336877890861,0.039465797406600785,0.02277041707186392,-0.033440078126261125,0.02869908639849301,-0.0012772813513245089,-0.055876495173721584,0.005384473570524874,0.02499740373076026,-0.03564485146023645,0.002321827167242468,0.05869628891526138,0.0019742081965976157,0.07877636108336905,-0.06893008832154734,0.023328247368931836,-0.0323317370104912,0.06439441095055118,0.00602601757789375,-0.006504189202541313,0.00310596083769106,0.06392439015009235,0.06516203425210854,0.014149962301564286,-0.006651155461415366,0.074864687677744,-0.05363067683494156,0.05337263746025639,0.0150753021344597,-0.024955177191440178,0.09031031248744406,-0.14288240732143484,-0.09796537319427188,-0.06756382105951571,-0.017449612332428085,-0.009348512587490677,0.06546880084337357,0.09159781472373375,0.007788046150645275,-0.039705362674688514,-0.02275480232667462,-0.12998994440649386,-0.10806805051506096,-0.11229724327894283,-0.09685303782282935,0.010366445066415845,-0.050945514807704,0.023217990051675574,0.01139793113849524,0.06136725723464271,0.062117036040313094,-0.08421559043325527,-0.036516390745342506,0.08982276185122545,-0.04348578684340542,-0.07516213010595583,-0.018766124578616577,0.03749384229257354,-0.05219510039561221,0.014370244094334171,-0.04238236819719411,-0.007775046103052337,0.02096352593249041,-0.08337502408900772,-0.046291820936459525,-0.006667284769433269,0.009683454762994988,0.062230516050792835,0.052043786145983685,-0.04450524601439647,0.10488317935962205,0.07729903129329688,-0.02573627194072484,-0.04921622672395235
Buddhism,-0.07707879321408934,0.02854413371203733,-0.04361729638206365,-0.14511179443360187,0.021920212715616037,0.2500705606943561,0.07782924973563583,0.10240295495480402,0.1405108850557565,-0.13454255193685702,0.07716084477262079,-0.16538612394713526,-0.07218127937378772,-0.13250053400066655,0.22665043608552013,0.13265368813495554,0.0016606809233449718,0.16532044134912424,0.04871966893332563,0.0336648087938834,-0.18012032395341152,0.08236551198722274,-0.13709161302672265,0.007045257712952547,-0.0035728130192648816,0.01423257268437915,0.07675763366023157,0.030436248102232645,0.033747012823545676,0.03473525565331876,-0.033456844450760734,0.08364247113189678,0.07250126151596566,-0.03083898027116315,0.007794967305205672,-0.025081707530564355,-0.030548851397153416,0.04334305683002043,0.001162085049631991,0.0002527043999928162,0.03480217043059141,0.05679340664806057,0.046177378319736145,-0.0190889676397142,0.005509672387782042,-0.057255736386138165,-0.03611751731876948,0.05682520023723943,-0.037508490218751946,-0.02427545108122729,0.01452430158486743,0.02649673032837593,-0.03019484349236536,-0.021765232183257977,0.020423555498298957,0.04438530768190852,0.030337882629842956,-0.03220594806320265,-0.04796516441894363,-0.015190672720175763,-0.021789669507920977,-0.012329048975377994,0.03315966191676903,0.012626348525452129,0.032099608691042204,-0.027845349830264245,0.01243192561119997,0.07046129485645611,-0.029975468891610256,0.007458849081195701,-0.04085224373842062,-0.007227970969811659,-0.019581205428283562,-0.008867366700517482,0.012609478462509417,0.029338765934795126,0.0374084300887654,-0.05638822319293769,0.0417569033112971,0.00043589524720726925,-0.09840845951820817,0.0033730220197450977,-0.009888725535231192,0.013906743736893332,-0.02110741901175849,0.032776693671806245,0.010401375626660932,0.02120103603179938,-0.007182496065189757,-0.00686801517878643,-0.005255193837978922,-0.025140295941380227,0.004221140858419964,0.03121690831851763,0.03391185094963746,0.059152836824974214,0.027351040440382703,-0.004201699748523114,-0.01861050612020654,-0.005865998915922674
Buddhism,-0.10051439328333399,0.017495716227588717,-0.03738861800654962,-0.2179407625501779,0.023233121143295222,0.3529998675666658,0.05008669228743398,0.1783993058284766,0.1561065832554763,-0.13132879832510846,0.10334929876296342,-0.16996558961048244,-0.08304327895379483,-0.08647375966056643,0.2815056885496024,0.16899054031476032,0.06290995343130625,0.16326903585593305,0.025393199469018933,0.022707921045556363,-0.1657999835179697,-0.01585488486860039,-0.0930454890587333,-0.00893475009469656,0.0659326280978619,0.04938533431702503,0.0041565772786237324,0.0772191589397825,0.0016383511948651651,-0.03664030182961891,0.020897937197772238,0.08915608860550961,0.058164580314477084,-0.04343321276018225,-0.011079648597840306,-0.05342300473480394,-0.04938521654667332,-0.028243741519947865,-0.005691972737198411,0.04973941391428949,0.0736367007663386,0.0651584963228513,0.025173199313032833,0.00576793896225233,-0.007558258812615719,-0.04928368355373463,0.01841679068352268,0.04517062115245094,0.020636037576146262,-0.027066070852926487,-0.04764576303085012,-0.01830616145776274,-0.05756968569680398,-0.0015615669424830277,-0.004180621401613489,0.07407472419378305,0.00506667849135139,-0.007203223761752107,-0.006950796428512922,-0.052945454753451034,0.007064890996613342,0.003947106650570531,0.006530149555498466,0.008019911634084852,0.0017460675061163325,-0.0810150864068169,0.012839819356738636,0.014870600276978696,0.01698152993288591,0.01536689429461406,-0.026859545014441256,0.011095764837508402,-0.010506519937163885,-0.002370194523023863,-0.0038884376207336956,0.004759240149150768,0.04278582413015268,-0.04889679174151437,0.02073680060087559,-0.05167455714546425,-0.04746732748417878,-0.014485237244766462,-0.012836608562081834,0.03290399320317415,-0.021905604278690892,-0.005378879679010235,-0.004853150806827073,-0.011236373650385337,0.009064170201140842,-0.005490834225091495,-0.03142202821621867,0.018088895540267973,-0.044940077477925826,0.03712111765718432,0.00883635704375439,0.022891041066783486,0.010113211223520107,-0.00737560002360934,-0.0458695825593749,0.025086691265850693
Buddhism,-0.09795808071722742,0.020841596532940182,-0.02910541909227314,-0.18662247782988614,0.02303965709723417,0.31998567997815075,0.052915541458672014,0.14265851146804298,0.13967602685909722,-0.1442833523496102,0.08071067040127036,-0.1489851910915195,-0.08807117585353226,-0.06470164827861451,0.2593454133266444,0.1708608893929911,0.04126608305016939,0.15006749175820264,0.0638539636644947,-0.001040789145028735,-0.1527020546201222,0.0011044190355013663,-0.1386687496059714,-0.019173548480182618,0.056617285291175004,0.0018994748005234775,0.06082055098333093,0.06267215347631969,0.025030473583762713,0.03759613170752795,-0.02931228277385947,0.0995756965515857,0.07322900351933133,-0.012159053079362636,0.03581333336030659,-0.06991132238079062,-0.05395549960041657,-0.0761864069402496,-0.07783840746596618,0.05432040263286747,0.09816472827727475,0.07968753622440383,0.021052642836773196,0.023835871635766493,0.034962031345693395,-0.03640296832095268,0.013909632207527039,0.03109682038812683,0.004431987151795314,-0.009441276240578368,-0.023295474231447077,0.06447382428038806,0.010075481644884558,-0.023480517368630126,-0.0005820773335470583,0.036269556009104774,-0.036885717010209595,-0.021371840670633194,0.01509370467491811,-0.04533243076340904,0.04016981454618534,-0.0001235152001713651,0.008109391974226113,-0.030378415151574325,-0.027308549281707273,-0.05098565708655447,-0.030525015794232488,-0.03103312203445643,0.022355658565750072,0.003683463112074497,0.0549565302753805,-0.00955308054984297,-0.014750211982674153,-0.014909545135217663,0.047868190929468056,-0.00852862049341213,-0.01259555227452387,-0.05590284561083282,-0.04720759498847493,-0.042952987132126245,-0.005875541851677313,0.04417590887985539,-0.007781518929710087,-0.021566014759452516,-0.011933678814542709,-0.06093921154110868,0.03483319929616932,0.0027812923582665973,-0.0001521413610554993,-0.031833491506270364,-0.027888191086178765,-0.0015193463687720565,0.005670925485089132,0.013173378064013226,-0.017149052191700983,-0.01177344170869785,-0.001945667369380402,0.029430085750234626,-0.014310024335919198,0.054693274403372634
Buddhism,-0.0784249219796489,0.022571357748354337,-0.02168789800682888,-0.05886553344730374,-0.00795740174012625,0.0223292730742562,-0.03180473909113392,-0.004044315539956737,0.025703990822341725,0.030353863923088403,-0.018807862987085467,0.03219519925264212,0.05873939846884817,-0.05826177979450608,-0.012641131746213282,0.030860095978362086,-0.0342624492376191,-0.012421356438369165,0.026989076990278874,-0.04428907751612654,0.021891048276292135,0.0012596078288854666,0.063483373305389,0.04681149280635707,0.012492889118425192,-0.015023322262330826,-0.00498124871658209,0.028875472442232795,0.04603511744175295,0.04440643781208819,0.013511670541730615,-0.022729345609936284,-0.02281858430856315,-0.03186156158210217,-0.015982033825417435,-0.047745158419104185,-0.014580536199503889,0.04143870031055731,-0.03039186954358064,0.04652631704176177,0.06734383326174674,-0.02686925031781045,0.04975315457782498,0.06036171432408473,0.04042049374629196,0.040745880208643975,-0.03227681511684115,-0.00660707724639307,0.02419990951917066,0.017760021495163165,0.06155864272283584,-0.03679321162820847,-0.0033049960469015123,-0.020630898160172325,0.01505729565743089,0.03107497530833837,-0.031128509963562284,0.015518318749138421,-0.026880014124129294,0.07188730608618181,0.08268685671596408,0.09038783202544891,0.01220172527978027,0.013916918526330467,0.06372330793291177,-0.003828271921019566,-0.0092266872683251,0.024716695495471293,-0.014686857697752423,0.015394606415982434,0.014632793401818167,-0.031073826890648974,0.050091656010124656,0.005137187625085573,-0.022409988712258553,0.00453136012824468,0.028396416810102763,-0.012204665754431044,0.03836023483144391,-0.023113049754016037,0.08475757633995891,0.006944849048775525,-0.025572669534798,0.021070282347259446,0.0162513162523111,-0.010202425894809401,0.011499432235710537,0.03750271027329411,0.05402990692875655,-0.036406520875079965,0.056582543481527525,0.019144244419424687,-0.024954857627538775,0.019233506920546845,0.05971859984791433,-0.037994685211858774,0.0559370896864591,0.05074704244336865,-0.11749750620139959,0.01962913449764631
Buddhism,-0.09870475475478559,0.005228985691455185,-0.018908183576453078,-0.1385496005607822,0.059073667810697866,0.16424230290131794,-0.018390232998731205,0.1786359012429261,0.12669706019937058,0.01732869194576434,0.025194242408552375,-0.04067703970450511,-0.03925762276284973,-0.057575520941639736,0.0994613380713635,-0.006622906657643393,0.06465073043413626,-0.05469564081332579,-0.03697633798665733,-0.04055241377793295,-0.021356590581840803,-0.006016013592365912,0.09808501544360196,0.017142660603725053,0.03796943182864646,0.035383334976198014,-0.0436448454309344,0.07878072772923615,-0.044307246264818766,-0.06760784441518769,0.06950961389183906,-0.04263037072232341,-0.060715356674124796,-0.03895498085643581,-0.06998831748267756,0.044616512032890354,0.022270882765934752,0.08215359534053611,0.06326062328082357,0.08612166656613814,-0.004734563153859545,0.024274459373613087,-0.056966895778146204,-0.024032693801556464,-0.05110668008139842,0.05192287650530445,0.004020238287819917,0.015149400819256132,0.01005011182125869,0.060440092888477785,0.012789508665952513,-0.08611545409137088,-0.028620619103755105,-0.002121021378189854,0.07824540410269222,0.040010595667413905,0.020023313228944066,0.02393113218503352,-0.09470698446825764,-0.045654294159411205,0.03328907638193702,-0.01892947339361959,0.07938134460746812,-0.005166141148661261,0.07137144563138222,-0.15234852317967917,0.03440624249321873,0.06278795934267667,-0.009799791859029936,0.038781043827047015,-0.0369705333619708,-0.0033668519874676876,0.08095671531758189,-0.033629059113753676,-0.05085348926735866,-0.008967340573902407,0.01981077579414076,-0.008526953055287077,0.00697023663176499,-0.06446168776760827,0.002006782315564958,0.07396125283769023,0.023435087064664305,-0.0008468905738862525,-0.0381750447642559,0.058624529739661514,-0.045804659292823756,-0.047914433325755304,0.09534731029667616,-0.023794567516777547,-0.06840297867947691,0.0457685660338845,0.017646525144389708,0.028514383498642895,0.06605078955830941,0.0010872488798507939,-0.018533741547369035,-0.017824563863335516,-0.04858793640298361,0.04097838839619918
Buddhism,-0.10158156931596912,0.010556807067160758,-0.005782992670548094,-0.1061513727461075,0.040714466438848365,0.07306035799114209,-0.016840943926295475,0.11857906832446663,0.05124119936886512,-0.0074527942681805025,-0.19815680850790998,0.09895173632615914,0.10809388588879867,-0.18256872622146042,-0.0011942578964676636,-0.07318190447322616,0.016647557012688916,-0.0710319611493884,-0.08719333317290563,-0.1490955661878813,0.002497120049591856,0.030691777575006303,-0.008210374941165546,-0.040869465568152505,0.012470662701010743,0.06518359926592115,-0.03243933456614693,-0.013589821620129278,-0.052389621281063156,0.018783434210808293,0.09951769493412038,-0.09974124753503166,-0.05121747405284927,0.016040471161329957,0.023351534642001598,0.06035656524192835,0.03497103067969065,0.028980335918625956,-0.08679378555328461,0.08047434647782432,-0.043943578669505066,-0.011792201187230105,-0.04478454195230441,0.036110475233885546,-0.03651718774200601,0.07500191324649354,0.025293824455093854,-0.0322800149225599,-0.008660825555460173,0.035546528241690266,-0.02724633886505886,0.018647416066277404,0.005753930376553457,0.03074674166041808,0.01824142456606968,0.024240059789624277,0.07550842015879458,-0.08715876826807786,0.0074582767287939425,0.017809661187741167,-0.05522456669632456,-0.07389181788448575,-0.08376746866056987,0.04176875855289955,0.022749707155009645,-0.09064531018228741,0.03295247244284592,0.0801889768018008,-0.056748538045843046,0.01224557629261665,-0.0636303744029389,-0.04819265522442949,0.07858377002079839,-0.08180079023027406,-0.06276575695250541,0.05075161811206559,0.001447305701841391,-0.024864189292321648,0.07980664345557845,0.005850940820544218,-0.10360939173204028,0.1559473785773026,0.017269010769219703,-0.03588821833254728,0.015349187543629532,0.04364348237725403,0.0019337877453486925,0.04198896617180064,0.11386740518422485,0.015139733357234675,-0.0005628514286796533,0.008717984020429797,-0.007116080280595499,-0.09283622558379599,0.00758807392328171,-0.011723871008728695,-0.07481389555068085,0.01127946609024705,0.03538100250161321,0.008233653749805508
Buddhism,-0.096968528295812,0.008957051307847732,-0.010988781441006396,-0.11902650881556186,0.004422766211355856,0.12108131189706581,0.003788194807770132,0.11008120138460804,0.055009473102427535,0.0012608904776312787,-0.10614253070769884,0.009434472446717067,-0.02584668656207493,-0.11226896796184438,-0.010550311597724389,-0.08761541161199642,0.0275288202294396,-0.16988217053755428,-0.003573616280741208,-0.02050458040293613,0.026357076314741153,0.0138079076557659,0.07572669801569243,0.004446454600012376,-0.03393272734915525,0.0028818439841999384,-0.02626488612010147,-0.03699850860322539,-0.052308953216828456,-0.007834587873230716,0.014620653883754524,-0.06653355929681928,-0.06063645942491521,0.046316717569342684,-0.0031272989654178044,0.05716025582510355,0.04980602237960533,0.018371636337493513,0.027977128102761973,-0.01204186806581991,-0.04726153347312082,-0.041527554251620157,-0.0076063027254428565,-0.01617904687958198,0.025847420232358982,0.027814041265529634,-0.009115967729803005,-0.03543106356797675,0.026669819700604096,0.039292882027087424,-0.029045473552217663,0.05181369077281182,0.0030839631223045882,0.027902547107201362,-0.003666196767633726,-0.022036772459031646,0.0045082488564440765,-0.0272750473384447,0.023070775343910763,0.02338919264931299,0.0017446340494405694,-0.015407775670616701,-0.039889644971317854,0.009759742883985812,0.014926747220831631,-0.04795088854882621,0.02346289824152511,0.0766667070677467,-0.0008639351570370149,-0.02985461886572061,-0.11558046202118324,0.04015789337500708,0.040761091183781385,0.03150954565072356,-0.08447927838057277,-0.03978864014591015,0.002783252816796674,-0.0369428551779234,0.04995462382963843,0.015992874774418984,-0.03991703644600538,0.11854607156398578,0.03671427701711296,0.022868226081179263,0.08125966660630989,0.06991174573554179,-0.06724827868004912,0.020386116495287116,0.0635079077447287,0.054670488996529626,-0.0277416740339887,0.012056862891989978,-0.03885598278084639,-0.07275573810396961,-0.009346313210750757,-0.04002257705300116,-0.03599730501368651,-0.057378499429402444,0.03830198929123488,0.047399665954176176
Buddhism,-0.09691829877194771,-0.0031859015253613548,-0.006016369326859416,-0.09899059976661706,0.013042384794606713,0.07762523725033021,0.024151477604152073,0.0888130907529917,0.03709885415910859,0.03569560458862737,-0.12811102176855294,-0.07651150004593388,-0.04519298556750469,-0.1194419903396492,-0.009412908121856613,-0.12151471573463701,0.02369115726571432,-0.20287254931498003,0.01854126470719191,0.010473138616097697,0.053627803395190195,0.023772121975193662,0.08670727229960488,-0.03893490276245703,-0.03807425274021891,-0.057087517621541996,-0.07053818116457017,-0.013863486301085238,-0.05385160142959725,-0.025454006657567998,0.016404727727898076,-0.13072615728334294,-0.037773399126239976,0.06580767846829035,-0.021803113310340978,0.06477520413605624,0.08265508538462539,0.03170020439394857,0.12216407649587079,0.0696663837990276,0.0052567733714530135,-0.0012916775321867198,-0.11061340833803662,0.0009369480101155067,-0.03991400634175196,0.003425762139438735,0.013298532143215698,-0.00844943384696829,-0.038545389911092874,-0.027530584994734056,0.0604514966620526,-0.128642113848744,-0.027732449675639564,-0.0690521935265394,0.0007170408161904432,0.013873107115698835,-0.024905021512650092,0.04953732964631375,0.007204317235622275,0.12943346015487892,-0.06815106850041065,-0.008056574575712785,-0.04885780634679883,0.00680503852408192,0.009144042800200718,-0.046426059540823836,0.013604227785796872,0.07843053460193433,0.0030988345288760423,0.04258859480496085,-0.01727665044653058,-0.033403079876826676,-0.05676625087727748,-0.0515220065405117,0.0793091087492143,-0.015774149289607412,-0.03155879000583806,-0.04087400375270404,-0.011439010145205151,-0.08137643966161437,0.020706378970420318,0.023003839546371065,-0.0670324164804488,-0.05087195747180331,-0.04943074904339703,-0.06332313907445337,0.011494754229193735,0.007159749474596385,0.01623519852058542,0.08567707119158066,-0.049348928060697655,0.027876364402759295,-0.06485656194564875,0.025542905820860305,-0.01650584911397452,-0.01620821375926394,-0.07805244317980177,-0.002800680274507316,-0.017425967205023648,0.0026646096567271692
Buddhism,-0.10282815708393073,-0.006341772983918801,0.023225747339039864,-0.06815431083048702,0.008578357782897703,0.07638864408171937,0.012535516737692872,0.05593635588691488,0.04113968428124998,0.03452343457867699,-0.13222807859150051,-0.08486304669281453,-0.0028883919536525924,-0.059093778298338055,-0.08341789614865858,-0.09398302594694259,-0.006097023077519437,-0.1699337257957845,0.006540568826328787,0.049891879291920405,0.09227145259546397,0.04162911894601976,0.03459790375270066,-0.004600420718887312,-0.013679087184586911,-0.00923748939629121,-0.021871601180332156,0.016704468224424365,-0.015541543602874392,-0.002348622738432506,-0.0004432914567992662,-0.094212313006711,0.002621946707739404,0.07223201634189731,-0.05623953723232943,0.024781660999552747,0.07393864782819475,0.048031055917633306,0.07088327804679088,0.0634157547536393,0.04976405475885268,-0.004635531248731395,-0.02389547707790627,-0.023683274579288236,-0.0026561349365604075,-0.039959578244017774,0.002942774735033978,-0.0023444448869242,0.04314415580475532,-0.06967018795153346,0.05383890132049812,-0.08342000102675896,-0.05162055613670688,-0.08984811924104384,-0.051087116736596404,0.0036064174388300628,-0.03357454542212231,0.017059381532614222,0.03450667050359845,0.09182805044005599,-0.05411515522472035,0.01046551864048678,-0.034291104737311,0.03810469057206244,-0.021844279080114867,-0.024509834139367456,-0.07097284776891065,0.0768131400235253,-0.017867329514359147,0.024852784237404,0.02705810650913961,-0.003227855747066127,-0.09071944491060571,-0.06881258841996436,0.06098253133252219,-0.05257418981334137,-0.011507708562133758,-0.08671452909109933,-0.040236437604840504,-0.009659744739762272,-0.012304540516028304,0.015035761618591948,-0.053278956332124615,0.015181461118914209,0.028236595895589855,0.009682193338803739,0.03194321061450874,-0.03235371503476308,0.003915982027532158,-0.003234961040727193,-0.034056582582607915,0.020325163360649844,0.016373117550408794,0.061554953631624804,-0.03170486012396828,0.0067404418507196005,-0.008408163265076202,0.04892844274551892,0.027590292915202014,-0.011081028233456624
